"year","line","station","type","count"
"2006","東急多摩川線","鵜の木","定期","10385"
"2006","東急多摩川線","鵜の木","定期外","8241"
"2007","東急多摩川線","鵜の木","定期","10095"
"2007","東急多摩川線","鵜の木","定期外","8374"
"2005","東急多摩川線","鵜の木","定期","10609"
"2005","東急多摩川線","鵜の木","定期外","8191"
"2008","東急多摩川線","鵜の木","定期","10368"
"2008","東急多摩川線","鵜の木","定期外","8423"
"2009","東急多摩川線","鵜の木","定期","10261"
"2009","東急多摩川線","鵜の木","定期外","8186"
"2011","東急多摩川線","鵜の木","定期","10010"
"2011","東急多摩川線","鵜の木","定期外","7890"
"2010","東急多摩川線","鵜の木","定期","10280"
"2010","東急多摩川線","鵜の木","定期外","7976"
"2013","東急多摩川線","鵜の木","定期","10438"
"2013","東急多摩川線","鵜の木","定期外","8060"
"2012","東急多摩川線","鵜の木","定期","10123"
"2012","東急多摩川線","鵜の木","定期外","8040"
"2006","東急多摩川線","下丸子","定期","22996"
"2006","東急多摩川線","下丸子","定期外","11974"
"2007","東急多摩川線","下丸子","定期","23457"
"2007","東急多摩川線","下丸子","定期外","11927"
"2005","東急多摩川線","下丸子","定期","21500"
"2005","東急多摩川線","下丸子","定期外","11475"
"2008","東急多摩川線","下丸子","定期","23707"
"2008","東急多摩川線","下丸子","定期外","11926"
"2009","東急多摩川線","下丸子","定期","23905"
"2009","東急多摩川線","下丸子","定期外","11692"
"2011","東急多摩川線","下丸子","定期","24837"
"2011","東急多摩川線","下丸子","定期外","11442"
"2010","東急多摩川線","下丸子","定期","24549"
"2010","東急多摩川線","下丸子","定期外","11501"
"2013","東急多摩川線","下丸子","定期","26231"
"2013","東急多摩川線","下丸子","定期外","11505"
"2012","東急多摩川線","下丸子","定期","25174"
"2012","東急多摩川線","下丸子","定期外","11434"
"2006","東急多摩川線","武蔵新田","定期","12831"
"2006","東急多摩川線","武蔵新田","定期外","9986"
"2007","東急多摩川線","武蔵新田","定期","13017"
"2007","東急多摩川線","武蔵新田","定期外","9996"
"2005","東急多摩川線","武蔵新田","定期","12955"
"2005","東急多摩川線","武蔵新田","定期外","9930"
"2008","東急多摩川線","武蔵新田","定期","13253"
"2008","東急多摩川線","武蔵新田","定期外","10120"
"2009","東急多摩川線","武蔵新田","定期","13106"
"2009","東急多摩川線","武蔵新田","定期外","10017"
"2011","東急多摩川線","武蔵新田","定期","13528"
"2011","東急多摩川線","武蔵新田","定期外","9929"
"2010","東急多摩川線","武蔵新田","定期","13335"
"2010","東急多摩川線","武蔵新田","定期外","9947"
"2013","東急多摩川線","武蔵新田","定期","14681"
"2013","東急多摩川線","武蔵新田","定期外","10481"
"2012","東急多摩川線","武蔵新田","定期","13864"
"2012","東急多摩川線","武蔵新田","定期外","10177"
"2006","東急多摩川線","矢口渡","定期","12796"
"2006","東急多摩川線","矢口渡","定期外","9616"
"2007","東急多摩川線","矢口渡","定期","13049"
"2007","東急多摩川線","矢口渡","定期外","9709"
"2005","東急多摩川線","矢口渡","定期","13184"
"2005","東急多摩川線","矢口渡","定期外","9338"
"2008","東急多摩川線","矢口渡","定期","13068"
"2008","東急多摩川線","矢口渡","定期外","9781"
"2009","東急多摩川線","矢口渡","定期","13044"
"2009","東急多摩川線","矢口渡","定期外","9712"
"2011","東急多摩川線","矢口渡","定期","13339"
"2011","東急多摩川線","矢口渡","定期外","9588"
"2010","東急多摩川線","矢口渡","定期","13292"
"2010","東急多摩川線","矢口渡","定期外","9544"
"2013","東急多摩川線","矢口渡","定期","14182"
"2013","東急多摩川線","矢口渡","定期外","9824"
"2012","東急多摩川線","矢口渡","定期","13611"
"2012","東急多摩川線","矢口渡","定期外","9707"
"2006","東急多摩川線","蒲田","定期","51956"
"2006","東急多摩川線","蒲田","定期外","31804"
"2007","東急多摩川線","蒲田","定期","52454"
"2007","東急多摩川線","蒲田","定期外","31243"
"2005","東急多摩川線","蒲田","定期","51267"
"2005","東急多摩川線","蒲田","定期外","31623"
"2008","東急多摩川線","蒲田","定期","53316"
"2008","東急多摩川線","蒲田","定期外","31839"
"2009","東急多摩川線","蒲田","定期","53289"
"2009","東急多摩川線","蒲田","定期外","31117"
"2011","東急多摩川線","蒲田","定期","53837"
"2011","東急多摩川線","蒲田","定期外","30432"
"2010","東急多摩川線","蒲田","定期","53826"
"2010","東急多摩川線","蒲田","定期外","30573"
"2013","東急多摩川線","蒲田","定期","56775"
"2013","東急多摩川線","蒲田","定期外","31327"
"2012","東急多摩川線","蒲田","定期","54614"
"2012","東急多摩川線","蒲田","定期外","30686"
"2006","東横線","渋谷","定期","234660"
"2006","東横線","渋谷","定期外","183071"
"2007","東横線","渋谷","定期","227773"
"2007","東横線","渋谷","定期外","187060"
"2005","東横線","渋谷","定期","230713"
"2005","東横線","渋谷","定期外","181524"
"2008","東横線","渋谷","定期","236669"
"2008","東横線","渋谷","定期外","191416"
"2009","東横線","渋谷","定期","235617"
"2009","東横線","渋谷","定期外","190852"
"2011","東横線","渋谷","定期","232953"
"2011","東横線","渋谷","定期外","187210"
"2010","東横線","渋谷","定期","234533"
"2010","東横線","渋谷","定期外","184949"
"2013","東横線","渋谷","定期","250438"
"2013","東横線","渋谷","定期外","190828"
"2012","東横線","渋谷","定期","238989"
"2012","東横線","渋谷","定期外","197005"
"2006","東横線","代官山","定期","7038"
"2006","東横線","代官山","定期外","17116"
"2007","東横線","代官山","定期","6932"
"2007","東横線","代官山","定期外","17744"
"2005","東横線","代官山","定期","7035"
"2005","東横線","代官山","定期外","17133"
"2008","東横線","代官山","定期","6790"
"2008","東横線","代官山","定期外","18007"
"2009","東横線","代官山","定期","6829"
"2009","東横線","代官山","定期外","17430"
"2011","東横線","代官山","定期","7265"
"2011","東横線","代官山","定期外","17638"
"2010","東横線","代官山","定期","6923"
"2010","東横線","代官山","定期外","16673"
"2013","東横線","代官山","定期","8316"
"2013","東横線","代官山","定期外","21167"
"2012","東横線","代官山","定期","7889"
"2012","東横線","代官山","定期外","20804"
"2006","東横線","中目黒","定期","106419"
"2006","東横線","中目黒","定期外","66225"
"2007","東横線","中目黒","定期","111166"
"2007","東横線","中目黒","定期外","74832"
"2005","東横線","中目黒","定期","103905"
"2005","東横線","中目黒","定期外","64382"
"2008","東横線","中目黒","定期","114212"
"2008","東横線","中目黒","定期外","75363"
"2009","東横線","中目黒","定期","114278"
"2009","東横線","中目黒","定期外","75757"
"2011","東横線","中目黒","定期","108908"
"2011","東横線","中目黒","定期外","73952"
"2010","東横線","中目黒","定期","111482"
"2010","東横線","中目黒","定期外","74957"
"2013","東横線","中目黒","定期","117491"
"2013","東横線","中目黒","定期外","68438"
"2012","東横線","中目黒","定期","112943"
"2012","東横線","中目黒","定期外","77831"
"2006","東横線","祐天寺","定期","14208"
"2006","東横線","祐天寺","定期外","15302"
"2007","東横線","祐天寺","定期","14092"
"2007","東横線","祐天寺","定期外","16101"
"2005","東横線","祐天寺","定期","15258"
"2005","東横線","祐天寺","定期外","14974"
"2008","東横線","祐天寺","定期","14187"
"2008","東横線","祐天寺","定期外","16200"
"2009","東横線","祐天寺","定期","13785"
"2009","東横線","祐天寺","定期外","15972"
"2011","東横線","祐天寺","定期","13541"
"2011","東横線","祐天寺","定期外","15653"
"2010","東横線","祐天寺","定期","13664"
"2010","東横線","祐天寺","定期外","15747"
"2013","東横線","祐天寺","定期","14003"
"2013","東横線","祐天寺","定期外","15806"
"2012","東横線","祐天寺","定期","13748"
"2012","東横線","祐天寺","定期外","15868"
"2006","東横線","学芸大学","定期","35736"
"2006","東横線","学芸大学","定期外","32117"
"2007","東横線","学芸大学","定期","36381"
"2007","東横線","学芸大学","定期外","32804"
"2005","東横線","学芸大学","定期","34304"
"2005","東横線","学芸大学","定期外","31532"
"2008","東横線","学芸大学","定期","36686"
"2008","東横線","学芸大学","定期外","32701"
"2009","東横線","学芸大学","定期","37109"
"2009","東横線","学芸大学","定期外","32985"
"2011","東横線","学芸大学","定期","37203"
"2011","東横線","学芸大学","定期外","32319"
"2010","東横線","学芸大学","定期","37448"
"2010","東横線","学芸大学","定期外","32553"
"2013","東横線","学芸大学","定期","40364"
"2013","東横線","学芸大学","定期外","34041"
"2012","東横線","学芸大学","定期","38655"
"2012","東横線","学芸大学","定期外","33295"
"2006","東横線","都立大学","定期","21434"
"2006","東横線","都立大学","定期外","24517"
"2007","東横線","都立大学","定期","21983"
"2007","東横線","都立大学","定期外","25116"
"2005","東横線","都立大学","定期","21297"
"2005","東横線","都立大学","定期外","24297"
"2008","東横線","都立大学","定期","22436"
"2008","東横線","都立大学","定期外","25447"
"2009","東横線","都立大学","定期","22101"
"2009","東横線","都立大学","定期外","25253"
"2011","東横線","都立大学","定期","21299"
"2011","東横線","都立大学","定期外","24905"
"2010","東横線","都立大学","定期","21681"
"2010","東横線","都立大学","定期外","24792"
"2013","東横線","都立大学","定期","22174"
"2013","東横線","都立大学","定期外","25457"
"2012","東横線","都立大学","定期","21743"
"2012","東横線","都立大学","定期外","25642"
"2006","東横線","自由が丘","定期","42472"
"2006","東横線","自由が丘","定期外","44049"
"2007","東横線","自由が丘","定期","39267"
"2007","東横線","自由が丘","定期外","48052"
"2005","東横線","自由が丘","定期","40446"
"2005","東横線","自由が丘","定期外","43136"
"2008","東横線","自由が丘","定期","43565"
"2008","東横線","自由が丘","定期外","48758"
"2009","東横線","自由が丘","定期","43418"
"2009","東横線","自由が丘","定期外","48818"
"2011","東横線","自由が丘","定期","41912"
"2011","東横線","自由が丘","定期外","48187"
"2010","東横線","自由が丘","定期","43104"
"2010","東横線","自由が丘","定期外","48098"
"2013","東横線","自由が丘","定期","43807"
"2013","東横線","自由が丘","定期外","51914"
"2012","東横線","自由が丘","定期","42571"
"2012","東横線","自由が丘","定期外","49391"
"2006","東横線","田園調布","定期","12140"
"2006","東横線","田園調布","定期外","12310"
"2007","東横線","田園調布","定期","11995"
"2007","東横線","田園調布","定期外","13735"
"2005","東横線","田園調布","定期","11902"
"2005","東横線","田園調布","定期外","12179"
"2008","東横線","田園調布","定期","11620"
"2008","東横線","田園調布","定期外","14221"
"2009","東横線","田園調布","定期","11505"
"2009","東横線","田園調布","定期外","14210"
"2011","東横線","田園調布","定期","11845"
"2011","東横線","田園調布","定期外","13503"
"2010","東横線","田園調布","定期","11625"
"2010","東横線","田園調布","定期外","13710"
"2013","東横線","田園調布","定期","12175"
"2013","東横線","田園調布","定期外","12146"
"2012","東横線","田園調布","定期","11978"
"2012","東横線","田園調布","定期外","13577"
"2006","東横線","多摩川","定期","5322"
"2006","東横線","多摩川","定期外","6921"
"2007","東横線","多摩川","定期","5424"
"2007","東横線","多摩川","定期外","7784"
"2005","東横線","多摩川","定期","5096"
"2005","東横線","多摩川","定期外","6683"
"2008","東横線","多摩川","定期","5556"
"2008","東横線","多摩川","定期外","7855"
"2009","東横線","多摩川","定期","5466"
"2009","東横線","多摩川","定期外","7920"
"2011","東横線","多摩川","定期","5515"
"2011","東横線","多摩川","定期外","7833"
"2010","東横線","多摩川","定期","5563"
"2010","東横線","多摩川","定期外","7792"
"2013","東横線","多摩川","定期","5812"
"2013","東横線","多摩川","定期外","8224"
"2012","東横線","多摩川","定期","5658"
"2012","東横線","多摩川","定期外","7924"
"2006","東横線","新丸子","定期","9666"
"2006","東横線","新丸子","定期外","11283"
"2007","東横線","新丸子","定期","9983"
"2007","東横線","新丸子","定期外","11271"
"2005","東横線","新丸子","定期","9388"
"2005","東横線","新丸子","定期外","11362"
"2008","東横線","新丸子","定期","9810"
"2008","東横線","新丸子","定期外","10818"
"2009","東横線","新丸子","定期","9921"
"2009","東横線","新丸子","定期外","10484"
"2011","東横線","新丸子","定期","9600"
"2011","東横線","新丸子","定期外","10228"
"2010","東横線","新丸子","定期","9652"
"2010","東横線","新丸子","定期外","10133"
"2013","東横線","新丸子","定期","9932"
"2013","東横線","新丸子","定期外","10441"
"2012","東横線","新丸子","定期","9840"
"2012","東横線","新丸子","定期外","10350"
"2006","東横線","武蔵小杉","定期","99227"
"2006","東横線","武蔵小杉","定期外","59466"
"2007","東横線","武蔵小杉","定期","103092"
"2007","東横線","武蔵小杉","定期外","62098"
"2005","東横線","武蔵小杉","定期","97216"
"2005","東横線","武蔵小杉","定期外","57735"
"2008","東横線","武蔵小杉","定期","103256"
"2008","東横線","武蔵小杉","定期外","60514"
"2009","東横線","武蔵小杉","定期","103300"
"2009","東横線","武蔵小杉","定期外","59175"
"2011","東横線","武蔵小杉","定期","94796"
"2011","東横線","武蔵小杉","定期外","54565"
"2010","東横線","武蔵小杉","定期","97454"
"2010","東横線","武蔵小杉","定期外","55456"
"2013","東横線","武蔵小杉","定期","99552"
"2013","東横線","武蔵小杉","定期外","61387"
"2012","東横線","武蔵小杉","定期","94841"
"2012","東横線","武蔵小杉","定期外","55484"
"2006","東横線","元住吉","定期","36111"
"2006","東横線","元住吉","定期外","23938"
"2007","東横線","元住吉","定期","37227"
"2007","東横線","元住吉","定期外","24198"
"2005","東横線","元住吉","定期","34888"
"2005","東横線","元住吉","定期外","23259"
"2008","東横線","元住吉","定期","31034"
"2008","東横線","元住吉","定期外","20495"
"2009","東横線","元住吉","定期","28305"
"2009","東横線","元住吉","定期外","18678"
"2011","東横線","元住吉","定期","27282"
"2011","東横線","元住吉","定期外","18026"
"2010","東横線","元住吉","定期","27660"
"2010","東横線","元住吉","定期外","18199"
"2013","東横線","元住吉","定期","28699"
"2013","東横線","元住吉","定期外","18529"
"2012","東横線","元住吉","定期","27690"
"2012","東横線","元住吉","定期外","18381"
"2006","東横線","日吉","定期","87237"
"2006","東横線","日吉","定期外","43370"
"2007","東横線","日吉","定期","89908"
"2007","東横線","日吉","定期外","45352"
"2005","東横線","日吉","定期","85846"
"2005","東横線","日吉","定期外","42843"
"2008","東横線","日吉","定期","91537"
"2008","東横線","日吉","定期外","48128"
"2009","東横線","日吉","定期","89180"
"2009","東横線","日吉","定期外","46200"
"2011","東横線","日吉","定期","92035"
"2011","東横線","日吉","定期外","46329"
"2010","東横線","日吉","定期","91271"
"2010","東横線","日吉","定期外","46408"
"2013","東横線","日吉","定期","98775"
"2013","東横線","日吉","定期外","49164"
"2012","東横線","日吉","定期","94015"
"2012","東横線","日吉","定期外","47107"
"2006","東横線","綱島","定期","62433"
"2006","東横線","綱島","定期外","40906"
"2007","東横線","綱島","定期","64110"
"2007","東横線","綱島","定期外","42067"
"2005","東横線","綱島","定期","60249"
"2005","東横線","綱島","定期外","40170"
"2008","東横線","綱島","定期","60376"
"2008","東横線","綱島","定期外","38926"
"2009","東横線","綱島","定期","58996"
"2009","東横線","綱島","定期外","37850"
"2011","東横線","綱島","定期","57843"
"2011","東横線","綱島","定期外","36936"
"2010","東横線","綱島","定期","58677"
"2010","東横線","綱島","定期外","37431"
"2013","東横線","綱島","定期","61261"
"2013","東横線","綱島","定期外","37972"
"2012","東横線","綱島","定期","59200"
"2012","東横線","綱島","定期外","37472"
"2006","東横線","大倉山","定期","29462"
"2006","東横線","大倉山","定期外","20894"
"2007","東横線","大倉山","定期","30135"
"2007","東横線","大倉山","定期外","21224"
"2005","東横線","大倉山","定期","28686"
"2005","東横線","大倉山","定期外","20753"
"2008","東横線","大倉山","定期","29937"
"2008","東横線","大倉山","定期外","20872"
"2009","東横線","大倉山","定期","29825"
"2009","東横線","大倉山","定期外","20656"
"2011","東横線","大倉山","定期","30739"
"2011","東横線","大倉山","定期外","20492"
"2010","東横線","大倉山","定期","30479"
"2010","東横線","大倉山","定期外","20422"
"2013","東横線","大倉山","定期","32708"
"2013","東横線","大倉山","定期外","21189"
"2012","東横線","大倉山","定期","31371"
"2012","東横線","大倉山","定期外","20704"
"2006","東横線","菊名","定期","78127"
"2006","東横線","菊名","定期外","40956"
"2007","東横線","菊名","定期","81325"
"2007","東横線","菊名","定期外","48583"
"2005","東横線","菊名","定期","76519"
"2005","東横線","菊名","定期外","38861"
"2008","東横線","菊名","定期","78598"
"2008","東横線","菊名","定期外","48670"
"2009","東横線","菊名","定期","78790"
"2009","東横線","菊名","定期外","48218"
"2011","東横線","菊名","定期","79565"
"2011","東横線","菊名","定期外","49881"
"2010","東横線","菊名","定期","80746"
"2010","東横線","菊名","定期外","49602"
"2013","東横線","菊名","定期","81799"
"2013","東横線","菊名","定期外","53372"
"2012","東横線","菊名","定期","80741"
"2012","東横線","菊名","定期外","51399"
"2006","東横線","妙蓮寺","定期","13830"
"2006","東横線","妙蓮寺","定期外","11096"
"2007","東横線","妙蓮寺","定期","13601"
"2007","東横線","妙蓮寺","定期外","11354"
"2005","東横線","妙蓮寺","定期","14647"
"2005","東横線","妙蓮寺","定期外","11150"
"2008","東横線","妙蓮寺","定期","13780"
"2008","東横線","妙蓮寺","定期外","11314"
"2009","東横線","妙蓮寺","定期","13629"
"2009","東横線","妙蓮寺","定期外","11127"
"2011","東横線","妙蓮寺","定期","13318"
"2011","東横線","妙蓮寺","定期外","10898"
"2010","東横線","妙蓮寺","定期","13539"
"2010","東横線","妙蓮寺","定期外","10999"
"2013","東横線","妙蓮寺","定期","13900"
"2013","東横線","妙蓮寺","定期外","11154"
"2012","東横線","妙蓮寺","定期","13528"
"2012","東横線","妙蓮寺","定期外","10982"
"2006","東横線","白楽","定期","25584"
"2006","東横線","白楽","定期外","13269"
"2007","東横線","白楽","定期","26554"
"2007","東横線","白楽","定期外","14121"
"2005","東横線","白楽","定期","24993"
"2005","東横線","白楽","定期外","13110"
"2008","東横線","白楽","定期","26896"
"2008","東横線","白楽","定期外","14494"
"2009","東横線","白楽","定期","27075"
"2009","東横線","白楽","定期外","14530"
"2011","東横線","白楽","定期","27536"
"2011","東横線","白楽","定期外","14559"
"2010","東横線","白楽","定期","27643"
"2010","東横線","白楽","定期外","14412"
"2013","東横線","白楽","定期","29326"
"2013","東横線","白楽","定期外","15153"
"2012","東横線","白楽","定期","28244"
"2012","東横線","白楽","定期外","14909"
"2006","東横線","東白楽","定期","6568"
"2006","東横線","東白楽","定期外","6276"
"2007","東横線","東白楽","定期","6612"
"2007","東横線","東白楽","定期外","6386"
"2005","東横線","東白楽","定期","6812"
"2005","東横線","東白楽","定期外","6315"
"2008","東横線","東白楽","定期","6682"
"2008","東横線","東白楽","定期外","6396"
"2009","東横線","東白楽","定期","6726"
"2009","東横線","東白楽","定期外","6365"
"2011","東横線","東白楽","定期","6640"
"2011","東横線","東白楽","定期外","6216"
"2010","東横線","東白楽","定期","6685"
"2010","東横線","東白楽","定期外","6260"
"2013","東横線","東白楽","定期","6995"
"2013","東横線","東白楽","定期外","6348"
"2012","東横線","東白楽","定期","6828"
"2012","東横線","東白楽","定期外","6242"
"2006","東横線","反町","定期","6675"
"2006","東横線","反町","定期外","6979"
"2007","東横線","反町","定期","6679"
"2007","東横線","反町","定期外","7104"
"2005","東横線","反町","定期","7222"
"2005","東横線","反町","定期外","6893"
"2008","東横線","反町","定期","6454"
"2008","東横線","反町","定期外","7084"
"2009","東横線","反町","定期","6282"
"2009","東横線","反町","定期外","6929"
"2011","東横線","反町","定期","6275"
"2011","東横線","反町","定期外","6599"
"2010","東横線","反町","定期","6378"
"2010","東横線","反町","定期外","6828"
"2013","東横線","反町","定期","6171"
"2013","東横線","反町","定期外","6720"
"2012","東横線","反町","定期","6177"
"2012","東横線","反町","定期外","6641"
"2006","東横線","横浜","定期","179585"
"2006","東横線","横浜","定期外","132348"
"2007","東横線","横浜","定期","184539"
"2007","東横線","横浜","定期外","139312"
"2005","東横線","横浜","定期","177659"
"2005","東横線","横浜","定期外","130326"
"2008","東横線","横浜","定期","187475"
"2008","東横線","横浜","定期外","141294"
"2009","東横線","横浜","定期","189139"
"2009","東横線","横浜","定期外","142863"
"2011","東横線","横浜","定期","189442"
"2011","東横線","横浜","定期外","137795"
"2010","東横線","横浜","定期","188684"
"2010","東横線","横浜","定期外","138903"
"2013","東横線","横浜","定期","201883"
"2013","東横線","横浜","定期外","149769"
"2012","東横線","横浜","定期","193236"
"2012","東横線","横浜","定期外","142752"
